Id,SalePrice,,s,SalePrice_stack,,+us,SalePrice_stack,,+ss,SalePrice_stack,,#VALUE!,,,SalePrice_xg,SalePrice_lgbm,,#VALUE!,#VALUE!,#VALUE!,,Best,Bad,SalePrice_stack,New SalePrice
1508,199773.4973,,,200110.0668,,,200880.8988,,,200859.6712,,200616.8789,,,201455.6094,196555.2601,,199778.6772,200618.3339,200674.2475,,199773.4973,203335.8125,199411.3085,199289.5468
1509,159878.4958,,,158957.2274,,,155184.9725,,,155078.8597,,156407.0199,,,160357.8594,163757.7567,,159887.4016,156147.1695,155776.7545,,159878.4958,160410.3125,158398.9348,159496.5976
1510,143463.6914,,,144392.2302,,,145568.5993,,,145541.3909,,145167.4068,,,140220.2656,142428.7581,,143471.9147,144974.427,145119.703,,143463.6914,145302.7188,143185.7764,142627.3982
1511,149286.4409,,,151553.8832,,,152343.7101,,,152159.2365,,152018.9433,,,144712.2188,143543.7136,,149326.1081,151193.506,151356.1095,,149286.4409,154704.8281,153267.3352,150525.5257
1512,174683.0743,,,175383.9162,,,176180.1081,,,175976.8813,,175846.9685,,,173488.3281,172629.9201,,174686.4785,175743.1704,175685.1056,,174683.0743,181280.125,175081.0421,174474.4675
1513,141281.2829,,,143266.7062,,,139983.3982,,,139932.5718,,141060.8921,,,131303.7656,142432.4319,,141347.124,139547.2563,139626.1245,,141281.2829,142672.0469,141818.65,140333.4862
1514,159255.0871,,,158593.1563,,,158986.1389,,,159154.9406,,158911.4119,,,159555.6094,162074.8962,,159259.7852,159242.2148,159320.9718,,159255.0871,166843.3281,161052.8698,160981.5851
1515,201123.9802,,,203309.2964,,,198600.6549,,,198636.6066,,200182.186,,,196374.7344,195857.2096,,201151.2991,198252.7993,198384.5431,,201123.9802,200943.2969,200115.1692,198915.4108
1516,152186.4017,,,152281.3262,,,153238.5381,,,153323.2761,,152947.7134,,,151806.625,152123.7982,,152186.4918,153060.2724,153187.4696,,152186.4017,151326.7344,153307.7321,152904.9763
1517,161827.0544,,,161753.7196,,,162463.7723,,,162735.0706,,162317.5208,,,161405.7813,162592.8938,,161827.405,162398.7514,162661.4973,,161827.0544,164335.625,162476.5399,162333.3792
1518,130117.7139,,,128603.6004,,,125770.9877,,,125703.0039,,126692.5307,,,133046.1719,134397.82,,130139.1191,126884.1288,126504.9031,,130117.7139,129366.125,127529.0935,129386.9642
1519,218724.8796,,,216511.357,,,217182.1693,,,217414.6887,,217036.0717,,,218806.1719,229272.388,,218769.7339,218142.1648,218077.1478,,218724.8796,218446.5156,216008.9393,218418.0415
1520,130464.3344,,,129825.4518,,,130648.1978,,,130563.1512,,130345.6003,,,130809.5781,133135.2754,,130469.5443,130833.5899,130704.0788,,130464.3344,131780.2344,130044.9213,130623.1737
1521,134619.1875,,,135140.828,,,136237.7444,,,136176.598,,135851.7235,,,133425.4688,133394.1396,,134621.5209,135841.8327,135899.9186,,134619.1875,134445.2656,135216.27,134674.3303
1522,173585.9081,,,175755.4157,,,176566.3332,,,176345.6836,,176222.4775,,,166148.0156,171143.435,,173622.5086,175457.4481,175575.6877,,173585.9081,177205.5938,175768.1887,173631.4505
1523,112793.6024,,,111175.4448,,,109830.8717,,,109707.0393,,110237.7853,,,117226.2109,116099.4333,,112821.658,110787.3448,110402.6176,,112793.6024,113324.9375,109129.7899,111389.6996
1524,125653.6562,,,125857.2098,,,127006.0755,,,126991.8031,,126618.3628,,,126411.1641,123960.6805,,125655.8236,126751.2541,126811.215,,125653.6562,125026.8594,125829.0635,125636.1223
1525,122633.5417,,,121703.9744,,,122394.1135,,,122316.0426,,122138.0435,,,122591.5313,127109.7814,,122647.979,122738.0295,122569.504,,122633.5417,122227.6563,122193.4681,122990.6254
1526,110666.7785,,,111094.9976,,,110446.3258,,,110434.3778,,110658.5671,,,108134.1328,111235.7795,,110671.9852,110339.7341,110359.4357,,110666.7785,116426.5859,110228.1226,110065.1729
1527,103668.8757,,,103839.6118,,,104703.3283,,,104679.8818,,104407.6073,,,106181.0469,100441.7767,,103681.1518,104508.46,104543.0348,,103668.8757,107809.875,103424.2175,103390.376
1528,133706.0646,,,135066.3231,,,136129.8238,,,136064.0097,,135753.3856,,,135556.0938,125796.4775,,133749.3119,135366.3285,135525.2373,,133706.0646,132320.7344,135003.7724,133705.5264
1529,149092.7897,,,147765.4317,,,148848.4214,,,148711.2941,,148441.7157,,,149569.125,154951.4379,,149113.8866,149326.0818,149066.1928,,149092.7897,149852.1094,148739.2857,149795.5848
1530,175299.1693,,,175006.8283,,,175780.8019,,,176227.0955,,175671.5753,,,177857.0938,174129.0164,,175302.6964,175810.5174,176203.6915,,175299.1693,179078.7969,175731.6245,175810.0541
1531,106230.9901,,,106042.843,,,104797.2043,,,104867.9735,,105236.0069,,,109944.2188,103495.7246,,106245.9816,105066.3917,105053.1733,,106230.9901,110734.1719,104904.1122,105448.8701
1532,95536.64564,,,94588.34744,,,95262.75324,,,95241.53154,,95030.87741,,,99291.1875,96304.55575,,95551.2047,95617.66982,95497.16555,,95536.64564,98603.17969,92153.75371,93846.98967
1533,147072.8288,,,147111.6084,,,148217.3212,,,148261.0696,,147863.3331,,,145499.3438,148480.4669,,147075.0975,148045.4829,148133.9531,,147072.8288,151265.9844,148275.082,147889.5297
1534,125286.5115,,,125657.3794,,,124283.5087,,,124311.2957,,124750.7279,,,123815.7266,125038.0256,,125288.2284,124303.5801,124322.8538,,125286.5115,124124.1797,124465.6185,124453.9961
1535,152573.3993,,,152327.8921,,,153256.9088,,,153194.8901,,152926.5637,,,154871.5,151443.2213,,152576.7327,153242.972,153191.1372,,152573.3993,154566.9375,152092.9818,152412.297
1536,106386.4124,,,107232.6952,,,106132.5151,,,106065.1847,,106476.7983,,,106416.4375,102495.5935,,106399.6913,105897.8052,105904.2678,,106386.4124,110337.4922,106815.6563,106107.7642
1537,59531.62471,,,59810.82089,,,60349.89815,,,60450.28899,,60203.66934,,,59157.69922,58613.96752,,59533.32464,60144.92908,60293.84342,,59531.62471,72276.67188,58398.77834,58544.89524
1538,148687.8099,,,146719.8357,,,147388.7567,,,147400.2139,,147169.6021,,,156268.0313,150551.1648,,148726.7644,148231.6745,148001.1524,,148687.8099,142717.5,148643.095,150073.0463
1539,191214.9741,,,190893.1453,,,188454.5272,,,188674.7889,,189340.8205,,,186623.0313,197465.9716,,191238.5521,188957.1236,189011.7602,,191214.9741,189996.2969,187034.627,188537.5897
1540,94081.68327,,,95112.25234,,,95831.83538,,,95871.28418,,95605.12397,,,88237.80469,95340.04699,,94115.25439,95265.82804,95463.04835,,94081.68327,99566.75,90030.99012,90558.37103
1541,142275.9119,,,140413.4651,,,138734.544,,,138688.8003,,139278.9365,,,142048.2031,151541.7452,,142327.9178,139863.0042,139499.4177,,142275.9119,143009.4844,139858.947,141939.7552
1542,141259.3627,,,142261.4972,,,140775.5414,,,140710.9294,,141249.3227,,,143289.2031,134739.0611,,141287.2877,140528.9441,140541.2497,,141259.3627,141752.7813,139796.658,139561.9006
1543,197891.7231,,,194844.3093,,,195893.3118,,,195961.8524,,195566.4912,,,209480.5313,200985.3184,,197960.8939,197200.8576,196888.9596,,197891.7231,197043.3438,195737.4182,198586.0706
1544,81522.35827,,,83596.22405,,,82898.04452,,,82872.88024,,83122.38294,,,74707.96875,79117.66174,,81591.20141,82060.11242,82276.87374,,81522.35827,82918.25,83641.37564,81622.80752
1545,108502.5693,,,110876.0654,,,109841.8372,,,109869.0127,,110195.6384,,,105747.2109,100636.2951,,108570.7717,108910.8254,109201.2868,,108502.5693,109164.8047,110242.5478,108127.3098
1546,133196.7614,,,133852.9709,,,132239.9767,,,132178.1727,,132757.0401,,,130185.6953,133187.5067,,133203.0599,132162.5041,132129.0155,,133196.7614,133550.0938,133197.5173,132744.2436
1547,135709.8325,,,136734.3132,,,137345.0242,,,137612.139,,137230.4921,,,131875.4063,134839.2834,,135721.2227,136786.7491,137186.6596,,135709.8325,136834.9531,136004.1177,135210.0874
1548,137391.9161,,,137958.2985,,,138828.6081,,,138740.2217,,138509.0428,,,136866.0156,135297.2057,,137395.2922,138444.0284,138474.3606,,137391.9161,134693.7344,139132.9964,138217.5807
1549,113734.332,,,115114.8364,,,115905.2514,,,115895.0547,,115638.3808,,,109090.3906,112084.1732,,113756.5701,115160.7356,115364.2774,,113734.332,114261.1563,117335.1947,115310.8218
1550,135570.8958,,,135000.6446,,,133396.8771,,,133326.8884,,133908.1367,,,132719.7188,141234.2471,,135593.5461,133898.0919,133691.8979,,135570.8958,137881.6094,133196.1897,134330.4289
1551,108235.9931,,,107953.7219,,,106968.9219,,,106963.7012,,107295.4484,,,109230.3047,108565.6887,,108237.0044,107238.9924,107157.1307,,108235.9931,110621.125,107092.6744,107634.2723
1552,137325.0257,,,137187.4963,,,137982.8154,,,137993.1241,,137721.1453,,,132997.7188,142457.6788,,137349.5571,137947.099,137966.5816,,137325.0257,139686.7813,135838.3369,136405.1458
1553,151492.4282,,,153182.1979,,,151575.6106,,,152048.7366,,152268.8484,,,146826.0781,148421.6521,,151514.6981,151022.3663,151606.2495,,151492.4282,154413.2813,154863.9856,152691.9499
1554,111365.4857,,,112281.6095,,,112962.2952,,,112899.8754,,112714.5934,,,109864.0391,108652.8832,,111374.665,112443.7584,112535.734,,111365.4857,114245.5781,114012.608,112586.3655
1555,163228.1334,,,163275.283,,,158854.8119,,,158835.4381,,160321.8443,,,161936.9375,164307.9197,,163229.4267,159452.2782,159264.1371,,163228.1334,161104.3594,162211.6197,162484.8628
1556,84232.62108,,,84650.34951,,,83885.25903,,,83948.46773,,84161.35876,,,85105.75781,81465.79475,,84240.97754,83801.33144,83882.19858,,84232.62108,83319.59375,83767.47781,83622.96794
1557,106319.3705,,,107419.4237,,,108255.1767,,,108321.9751,,107998.8585,,,106326.1563,101326.3922,,106341.4789,107635.1304,107872.405,,106319.3705,114095.5391,107645.8952,106500.0093
1558,99284.30404,,,100570.9014,,,99570.12978,,,99564.06683,,99901.69933,,,95836.04688,96858.37741,,99303.79461,99118.92131,99242.38136,,99284.30404,99896.78906,100371.8284,99164.4437
1559,67950.14022,,,64965.45765,,,65178.84604,,,65363.03448,,65169.11272,,,67895.39063,83864.22062,,68239.76204,66676.98038,66414.71159,,67950.14022,72276.67188,61616.28169,65895.33887
1560,132139.4945,,,130751.5921,,,129275.4694,,,129317.5491,,129781.5369,,,138647.4531,132297.8855,,132167.9152,130143.0774,129933.0611,,132139.4945,127363.5156,129361.4605,131194.8243
1561,136219.5796,,,134519.0824,,,134655.7146,,,134749.3776,,134641.3915,,,135811.7969,144877.5766,,136266.7637,135452.1707,135308.9085,,136219.5796,140728.5469,137382.6453,138271.2577
1562,128570.4687,,,127890.1386,,,128796.3197,,,128699.231,,128461.8964,,,135352.375,125189.8345,,128604.4284,129002.7896,128856.4184,,128570.4687,129612.2422,128524.2388,129048.2997
1563,119961.9806,,,119739.1057,,,120716.201,,,120672.7013,,120376.0027,,,121069.0313,119901.0504,,119962.8862,120683.8386,120653.9352,,119961.9806,121595.875,119895.0059,120072.0172
1564,161256.6829,,,160481.8523,,,159561.6718,,,159667.2281,,159903.5841,,,166024.625,160185.9221,,161268.8787,160057.7761,160011.0326,,161256.6829,166466.6563,161821.403,162206.5657
1565,146642.0969,,,148306.2638,,,149436.6678,,,149448.449,,149063.7935,,,141294.0313,144385.2719,,146666.2801,148513.0855,148787.5693,,146642.0969,153715.6563,147433.4572,146055.3163
1566,236087.6925,,,235449.3867,,,233197.1986,,,233501.3812,,234049.3222,,,234134.6719,241083.6772,,236097.3231,233814.8752,233912.1605,,236087.6925,233290.8281,235876.1992,236396.0941
1567,76234.50564,,,76632.34179,,,77355.67715,,,77363.403,,77117.14065,,,79277.30469,71549.24367,,76266.62151,77083.74074,77168.39012,,76234.50564,77645.375,77541.9425,76903.342
1568,233187.5116,,,237409.0532,,,234874.438,,,234937.5479,,235740.3464,,,222065.8594,225198.6668,,233276.0162,233300.5335,233807.0194,,233187.5116,231177.7344,236963.9883,232964.4707
1569,136006.6693,,,132879.5533,,,133485.7861,,,134016.3265,,133460.5553,,,149007.8906,138373.7733,,136122.9369,134914.4925,134983.7771,,136006.6693,138965.8125,131245.28,134978.9456
1570,134535.7356,,,133298.9852,,,133820.0534,,,133775.5556,,133631.5314,,,136819.1719,138116.4375,,134549.6311,134330.7386,134144.7805,,134535.7356,136363.2344,133925.8022,134988.4041
1571,119660.779,,,117519.0121,,,116190.6416,,,116546.2762,,116751.9766,,,123868.7578,125760.8598,,119707.7511,117398.025,117373.1295,,119660.779,120419.1172,116924.8759,119291.8565
1572,146149.8099,,,144471.5444,,,143636.0208,,,143634.3007,,143913.9553,,,150322.8906,149961.1536,,146172.6877,144546.861,144285.0728,,146149.8099,147532.2344,144950.3413,146507.8455
1573,248897.8247,,,243963.6643,,,243287.5877,,,243336.7568,,243529.3362,,,256082.6563,265609.1733,,249028.3394,245745.7535,245087.6726,,248897.8247,244407.9375,240184.6022,246382.996
1574,115696.6115,,,118516.5576,,,119663.2581,,,119761.3403,,119313.7187,,,111587.7734,107205.9154,,115780.6436,118225.9601,118724.8907,,115696.6115,118182.4844,116264.2321,114204.0158
1575,220853.7233,,,221929.6537,,,222931.1875,,,223006.3797,,222622.4069,,,212604.5313,224278.1983,,220883.167,222302.6123,222549.8782,,220853.7233,220767.6563,223252.6777,221809.2858
1576,248226.8615,,,253316.3596,,,254244.7959,,,254352.0685,,253971.0746,,,228078.6094,245741.642,,248394.4894,251817.9421,252607.8742,,248226.8615,252560.0625,253007.5787,248178.3443
1577,187830.314,,,187368.1579,,,187945.289,,,187471.1811,,187594.876,,,184354.1719,193584.6408,,187848.5324,188088.6654,187621.0036,,187830.314,187377.5781,187127.048,187679.7567
1578,143633.3058,,,142931.3938,,,141214.2802,,,141221.5822,,141789.0854,,,148226.6563,142400.6907,,143646.0777,141788.1953,141630.7914,,143633.3058,144089.75,142240.0126,143162.1124
1579,146863.3548,,,147939.3369,,,146995.1513,,,147094.5479,,147343.0121,,,140980.9531,147867.2325,,146884.7637,146635.2031,146827.5024,,146863.3548,149127.1719,147689.8294,146710.11
1580,193508.0752,,,192894.2289,,,192982.4796,,,193016.1383,,192964.2823,,,198213.375,191736.273,,193518.4074,193261.4078,193212.0069,,193508.0752,192927.4063,193828.8896,194172.6715
1581,150634.6584,,,151390.0009,,,152574.4308,,,152577.9966,,152180.8094,,,147317.8281,150472.4226,,150641.5383,152059.328,152209.7095,,150634.6584,152458.3438,153160.3732,151880.8004
1582,124352.1681,,,123546.0639,,,122757.0696,,,122703.3669,,123002.1668,,,126513.4375,125994.2367,,124358.3958,123246.6171,123058.4139,,124352.1681,125193.9063,123277.8458,124170.6432
1583,310617.0732,,,302972.2312,,,303702.6516,,,303313.6152,,303329.4993,,,328769.9063,329657.8716,,310844.7285,307274.2249,305903.6426,,310617.0732,311224.0625,300905.2347,309397.8333
1584,223821.3267,,,222833.9868,,,223609.6246,,,223446.6048,,223296.7387,,,223042.4063,229284.866,,223832.8816,223967.1862,223718.308,,223821.3267,229321.1563,223108.5966,224025.1108
1585,139737.1067,,,139045.7824,,,138154.555,,,138109.9528,,138436.7634,,,141151,141576.4418,,139741.1639,138603.8383,138435.3296,,139737.1067,141754.9531,139682.389,140186.7889
1586,68012.57497,,,67155.95053,,,67348.59119,,,67326.54682,,67277.02951,,,72879.34375,67338.36874,,68041.82224,67735.0283,67604.77776,,68012.57497,72276.67188,67103.7144,68005.25773
1587,99699.25054,,,100940.2659,,,101583.1907,,,101596.0545,,101373.1703,,,95970.77344,97762.61744,,99718.19473,100922.8813,101123.1186,,99699.25054,99157.95313,100846.1737,99652.3304
1588,148922.7772,,,149613.8701,,,150550.327,,,150551.3581,,150238.5184,,,144439.7656,150262.9572,,148935.1175,150102.4718,150231.3584,,148922.7772,149442.2344,150763.0626,149739.5522
1589,101800.0841,,,103377.2403,,,103794.7047,,,103701.599,,103624.5146,,,95548.76563,100951.4755,,101839.1044,103018.4629,103156.4511,,101800.0841,102085.1328,103752.6806,102101.9132
1590,135550.0177,,,134160.7273,,,133422.4359,,,133427.5046,,133670.2226,,,141386.625,136354.6683,,135573.7031,134185.1854,133971.8188,,135550.0177,135690.7344,134364.3469,135716.2372
1591,93816.01797,,,92264.6108,,,92842.94318,,,92686.2026,,92597.91886,,,96445.77344,98642.88497,,93848.52632,93501.13723,93172.01526,,93816.01797,94200.17969,90071.32374,92313.22558
1592,119754.0761,,,120736.6725,,,121505.7764,,,121530.7097,,121257.7195,,,121387.8984,113721.7381,,119782.1162,120952.6423,121133.1206,,119754.0761,121150.3438,122235.3901,120831.2193
1593,124442.4852,,,123075.7927,,,123539.9904,,,123373.82,,123329.8677,,,126015.0391,129388.7133,,124463.6177,124122.6544,123806.6256,,124442.4852,124250.1953,124858.9404,125711.8211
1594,134640.5959,,,134851.8593,,,135205.7643,,,135992.4882,,135350.0373,,,132550.6094,135766.4928,,134643.8668,135059.1544,135809.0945,,134640.5959,133013.8281,137098.1414,136216.2647
1595,106572.6614,,,104169.3318,,,104499.5965,,,104535.9299,,104401.6194,,,117673.7969,107359.2263,,106673.4857,105621.9646,105333.988,,106572.6614,110320.9688,102794.7394,105711.2718
1596,231650.4173,,,227543.6217,,,228593.4612,,,228833.8704,,228323.6511,,,237379.0156,245740.2754,,231748.4289,230408.727,230106.4479,,231650.4173,234143.8281,225267.7974,230155.3549
1597,190196.0462,,,193150.9402,,,191308.3083,,,191270.2129,,191909.8204,,,181834.0313,185132.504,,190250.6384,190212.8026,190491.5183,,190196.0462,184475.7031,189703.6286,187837.5211
1598,211614.9953,,,215417.7298,,,215861.9053,,,216149.2065,,215809.6139,,,200786.4063,205239.7746,,211696.338,214063.0712,214835.5949,,211614.9953,214820.5781,219292.3456,214408.571
1599,164097.6809,,,160844.2063,,,160910.9099,,,160949.9673,,160901.6945,,,174358.1406,169569.764,,164180.1301,162458.3359,162051.3658,,164097.6809,163364.625,161928.8509,164939.3829
1600,161501.1254,,,157709.4349,,,157829.0691,,,157879.1321,,157805.8787,,,167992.4219,173464.7437,,161615.1792,159635.001,159164.0771,,161501.1254,163502.875,159615.9171,162949.7187
1601,62666.00746,,,64588.77967,,,63833.54992,,,63838.70304,,64087.01088,,,60605.21094,56273.47078,,62743.94803,63078.36065,63298.76683,,62666.00746,72276.67188,64770.95538,62871.47161
1602,113006.7588,,,114054.413,,,114597.7327,,,114481.1393,,114377.7617,,,112554.8281,108678.0965,,113023.0278,114040.3549,114094.6716,,113006.7588,117154.4531,114207.3305,113130.0704
